"year","month","P_ID","T_ID","AB","HIT","H2","H3","HR","BB","HP","KK","BK","PA","R","ER","SF","stadium_MH","stadium_MS","stadium_JS","stadium_SW","stadium_DJ","stadium_DG","stadium_GJ","stadium_GC","stadium_SJ","stadium_PH","stadium_US","stadium_CJ","stadium_CW","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO","HOME","AWAY","BABIP","ERA","R_FIP","kwERA","SB_try","SB_succ","GD_rate","H2_rate","H3_rate","HR_rate","BB_rate","HP_rate","KK_rate","BK_rate","KBB","AVG","OBP","SLG","OPS","ER_rate","ERR","ERR_rate"
2016,4,62528,"LT",9,2,0,0,0,6,0,3,0,16,3,3,1,0,2,3,3,0,0,0,3,14,0,0,0,0,3,3,3,3,0,4,0,3,3,3,14,11,0.333064516129032,10.125,8.41616279385049,7.65,0.0404208194905869,0.684931506849315,0.0116279069767442,0,0,0,0.375,0,0.1875,0,1.82,0.222222222222222,0.5,0.222222222222222,0.722222222222222,1,13,0.00224719101123596
2016,4,62648,"HT",37,11,4,0,1,7,0,10,0,44,5,4,0,3,2,0,3,2,0,9,0,3,0,0,0,0,2,0,3,2,3,2,2,3,3,2,9,13,0.273449920508744,4.15384615384615,5.53154740923511,4.58181818181818,0.0293542074363992,0.833333333333333,0.0166340508806262,0.363636363636364,0,0.0909090909090909,0.159090909090909,0,0.227272727272727,0,1.36,0.297297297297297,0.409090909090909,0.486486486486487,0.895577395577396,0.8,19,0.00329232368740253
2016,4,62698,"LG",144,47,14,0,2,5,2,21,0,154,22,21,3,3,0,10,0,2,2,2,3,0,0,0,0,0,4,2,2,0,3,3,0,3,2,3,10,12,0.326829268292683,5.67,4.06616279385049,4.15324675324675,0.0240488155061019,0.686567164179104,0.02045944005743,0.297872340425532,0,0.0425531914893617,0.0324675324675325,0.012987012987013,0.136363636363636,0,4.22834645669291,0.326388888888889,0.350649350649351,0.465277777777778,0.815927128427128,0.954545454545455,16,0.00276720857834659
2016,4,62869,"SK",37,10,2,0,1,5,2,7,0,47,3,3,2,15,0,3,2,0,0,0,2,3,0,0,0,0,0,3,5,3,3,3,3,0,0,5,15,10,0.296442687747036,2.7,5.91616279385049,4.88936170212766,0.0101325019485581,0.5,0.0222135619641465,0.2,0,0.1,0.106382978723404,0.0425531914893617,0.148936170212766,0,2.38144329896907,0.27027027027027,0.369565217391304,0.405405405405405,0.77497062279671,1,18,0.00318077398833716
2016,4,62929,"NC",73,25,4,0,4,7,2,15,0,82,18,13,0,3,9,6,0,0,3,0,0,2,0,0,0,0,3,2,0,3,4,0,3,3,3,2,9,14,0.319124423963134,7.3125,6.97866279385049,4.22926829268293,0.0110323089046493,0.714285714285714,0.0149724192277384,0.16,0,0.16,0.0853658536585366,0.024390243902439,0.182926829268293,0,2.07079646017699,0.342465753424658,0.414634146341463,0.561643835616438,0.976277981957902,0.722222222222222,14,0.0024809498493709
2016,4,62937,"WO",124,37,8,0,2,1,1,18,0,130,8,8,4,3,2,3,0,3,0,2,11,0,0,0,0,0,3,2,3,3,3,2,3,5,0,0,11,13,0.307799442896936,2.37362637362637,3.78429466198236,3.83076923076923,0.0257234726688103,0.5,0.015005359056806,0.216216216216216,0,0.0540540540540541,0.00769230769230769,0.00769230769230769,0.138461538461538,0,3.03658536585366,0.298387096774194,0.3,0.411290322580645,0.711290322580645,1,10,0.00175932441942294
2016,4,62966,"NC",36,13,5,1,1,1,1,4,0,40,10,10,2,3,9,6,0,0,3,0,0,2,0,0,0,0,3,2,0,3,4,0,3,3,3,2,9,14,0.317602040816327,10.8,5.23616279385049,4.5,0.0165593376264949,0.666666666666667,0.0220791168353266,0.384615384615385,0.0769230769230769,0.0769230769230769,0.025,0.025,0.1,0,1.66304347826087,0.361111111111111,0.375,0.638888888888889,1.01388888888889,1,14,0.0024809498493709
2016,4,63111,"LG",74,23,2,0,3,8,2,21,0,86,16,12,2,3,0,10,0,2,2,2,3,0,0,0,0,0,4,2,2,0,3,3,0,3,2,3,10,12,0.309178743961353,6.11320754716981,5.44446468064294,3.58604651162791,0.0306188925081433,0.680851063829787,0.0221498371335505,0.0869565217391304,0,0.130434782608696,0.0930232558139535,0.0232558139534884,0.244186046511628,0,1.82781456953642,0.310810810810811,0.383720930232558,0.459459459459459,0.843180389692018,0.75,16,0.00276720857834659
2016,4,63248,"OB",9,4,1,0,0,1,0,2,0,11,2,2,1,0,0,14,3,3,2,2,0,0,0,0,0,0,6,2,3,0,0,3,0,3,4,3,14,10,0.300699300699301,9,3.41616279385049,4.30909090909091,0.0202808112324493,0.730769230769231,0.0117004680187207,0.25,0,0,0.0909090909090909,0,0.181818181818182,0,1.91411042944785,0.444444444444444,0.454545454545455,0.555555555555556,1.01010101010101,1,6,0.00106044538706257
2016,4,63512,"LT",41,13,3,0,1,9,1,12,0,51,9,4,0,0,2,3,3,0,0,0,3,14,0,0,0,0,3,3,3,3,0,4,0,3,3,3,14,11,0.342639593908629,3.85714285714286,5.95187707956478,4.69411764705882,0.0128424657534247,0.466666666666667,0.0136986301369863,0.230769230769231,0,0.0769230769230769,0.176470588235294,0.0196078431372549,0.235294117647059,0,2.03053435114504,0.317073170731707,0.450980392156863,0.463414634146341,0.914395026303204,0.444444444444444,13,0.00224719101123596
2016,4,63638,"HT",7,3,1,0,0,3,1,0,0,11,3,3,0,3,2,0,3,2,0,9,0,3,0,0,0,0,2,0,3,2,3,2,2,3,3,2,9,13,0.265168539325843,20.25,12.9161627938505,8.67272727272727,0.0482142857142857,0.925925925925926,0.0375,0.333333333333333,0,0,0.272727272727273,0.0909090909090909,0,0,2.76470588235294,0.428571428571429,0.636363636363636,0.571428571428571,1.20779220779221,1,19,0.00329232368740253
2016,4,63791,"HH",40,9,2,0,0,5,0,11,0,45,5,5,0,0,3,5,0,12,0,0,0,3,0,0,0,0,0,2,0,4,3,3,6,0,2,3,12,11,0.273972602739726,4.35483870967742,3.23874343901178,3.8,0.00970873786407767,0,0,0.222222222222222,0,0,0.111111111111111,0,0.244444444444444,0,1.6,0.225,0.311111111111111,0.275,0.586111111111111,1,24,0.00404244567963618
2016,4,63810,"SK",127,28,3,0,2,6,1,26,0,136,16,12,2,15,0,3,2,0,0,0,2,3,0,0,0,0,0,3,5,3,3,3,3,0,0,5,15,10,0.317757009345794,3.20792079207921,3.76764794236534,3.63529411764706,0.049469964664311,0.857142857142857,0.0141342756183746,0.107142857142857,0,0.0714285714285714,0.0441176470588235,0.00735294117647059,0.191176470588235,0,2.52941176470588,0.220472440944882,0.257352941176471,0.291338582677165,0.548691523853636,0.75,18,0.00318077398833716
2016,4,63935,"LT",94,26,0,1,2,10,1,18,0,106,11,9,1,0,2,3,3,0,0,0,3,14,0,0,0,0,3,3,3,3,0,4,0,3,3,3,14,11,0.349775784753363,3.52173913043478,4.91616279385049,4.49433962264151,0.0122324159021407,0.25,0.036697247706422,0,0.0384615384615385,0.0769230769230769,0.0943396226415094,0.00943396226415094,0.169811320754717,0,1.11904761904762,0.276595744680851,0.349056603773585,0.361702127659574,0.710758731433159,0.818181818181818,13,0.00224719101123596
2016,4,63938,"NC",142,33,8,0,2,8,3,38,0,158,12,12,5,3,9,6,0,0,3,0,0,2,0,0,0,0,3,2,0,3,4,0,3,3,3,2,9,14,0.283887468030691,2.84210526315789,3.46879437279786,3.12151898734177,0.0199004975124378,0.75,0.0217661691542289,0.242424242424242,0,0.0606060606060606,0.0506329113924051,0.0189873417721519,0.240506329113924,0,3.02222222222222,0.232394366197183,0.278481012658228,0.330985915492958,0.609466928151186,1,14,0.0024809498493709
2016,4,63959,"NC",22,7,2,0,0,0,0,11,0,24,5,2,2,3,9,6,0,0,3,0,0,2,0,0,0,0,3,2,0,3,4,0,3,3,3,2,9,14,0.307392996108949,3.17647058823529,0.0338098526740214,-0.0999999999999996,0.00864553314121038,0.666666666666667,0.0259365994236311,0.285714285714286,0,0,0,0,0.458333333333333,0,2.19047619047619,0.318181818181818,0.291666666666667,0.409090909090909,0.700757575757576,0.4,14,0.0024809498493709
2016,4,64001,"KT",63,14,3,1,2,6,2,14,0,72,7,7,1,3,0,2,14,0,3,0,3,0,0,0,0,0,0,3,0,2,3,0,3,5,6,3,14,11,0.362052274927396,3.78,5.23616279385049,4.06666666666667,0.0328418230563003,0.816326530612245,0.0241286863270777,0.214285714285714,0.0714285714285714,0.142857142857143,0.0833333333333333,0.0277777777777778,0.194444444444444,0,5.35,0.222222222222222,0.305555555555556,0.396825396825397,0.702380952380952,1,18,0.00305291723202171
2016,4,64017,"KT",28,13,1,0,0,4,1,4,0,37,6,5,4,3,0,2,14,0,3,0,3,0,0,0,0,0,0,3,0,2,3,0,3,5,6,3,14,11,0.348148148148148,7.10526315789474,5.02142595174523,5.4,0.0205655526992288,0.5,0.025706940874036,0.0769230769230769,0,0,0.108108108108108,0.027027027027027,0.108108108108108,0,1.875,0.464285714285714,0.486486486486487,0.5,0.986486486486487,0.833333333333333,18,0.00305291723202171
2016,4,64021,"LT",74,17,6,0,0,13,1,22,0,91,7,7,3,0,2,3,3,0,0,0,3,14,0,0,0,0,3,3,3,3,0,4,0,3,3,3,14,11,0.319881305637982,3.15,3.81616279385049,4.21318681318681,0.0241973010702652,0.673076923076923,0.0223359702187064,0.352941176470588,0,0,0.142857142857143,0.010989010989011,0.241758241758242,0,2.02857142857143,0.22972972972973,0.340659340659341,0.310810810810811,0.651470151470152,1,13,0.00224719101123596
2016,4,64350,"WO",54,18,6,0,0,3,0,6,0,57,8,6,0,3,2,3,0,3,0,2,11,0,0,0,0,0,3,2,3,3,3,2,3,5,0,0,11,13,0.331168831168831,4.5,3.66616279385049,4.76842105263158,0.0168269230769231,0.428571428571429,0.0264423076923077,0.333333333333333,0,0,0.0526315789473684,0,0.105263157894737,0,1.04347826086957,0.333333333333333,0.368421052631579,0.444444444444444,0.812865497076023,0.75,10,0.00175932441942294
2016,4,64596,"LT",39,11,2,0,0,7,0,4,0,48,8,6,2,0,2,3,3,0,0,0,3,14,0,0,0,0,3,3,3,3,0,4,0,3,3,3,14,11,0.323076923076923,5.4,5.21616279385049,6.15,0.00755667506297229,0.666666666666667,0.0201511335012594,0.181818181818182,0,0,0.145833333333333,0,0.0833333333333333,0,1.22950819672131,0.282051282051282,0.375,0.333333333333333,0.708333333333333,0.75,13,0.00224719101123596
2016,4,64893,"SK",48,13,2,0,0,2,2,7,0,53,5,5,1,15,0,3,2,0,0,0,2,3,0,0,0,0,0,3,5,3,3,3,3,0,0,5,15,10,0.275700934579439,3.75,3.74949612718383,4.26792452830189,0.0223123732251521,0.909090909090909,0.0162271805273834,0.153846153846154,0,0,0.0377358490566038,0.0377358490566038,0.132075471698113,0,1.8,0.270833333333333,0.320754716981132,0.3125,0.633254716981132,1,18,0.00318077398833716
2016,4,64907,"NC",1,0,0,0,0,2,0,1,0,4,0,0,1,3,9,6,0,0,3,0,0,2,0,0,0,0,3,2,0,3,4,0,3,3,3,2,9,14,0.280898876404494,0,9.91616279385049,8.4,0.0300751879699248,0.25,0.0225563909774436,0,0,0,0.5,0,0.25,0,0.944444444444444,0,0.5,0,0.5,0,14,0.0024809498493709
2016,4,65042,"KT",16,3,2,0,0,1,0,5,0,17,1,1,0,3,0,2,14,0,3,0,3,0,0,0,0,0,0,3,0,2,3,0,3,5,6,3,14,11,0.337837837837838,2.07692307692308,2.30077817846588,2.57647058823529,0.0131578947368421,1,0.0043859649122807,0.666666666666667,0,0,0.0588235294117647,0,0.294117647058824,0,1.2258064516129,0.1875,0.235294117647059,0.3125,0.547794117647059,1,18,0.00305291723202171
2016,4,65048,"KT",14,2,0,0,0,0,0,1,0,14,1,1,0,3,0,2,14,0,3,0,3,0,0,0,0,0,0,3,0,2,3,0,3,5,6,3,14,11,0.340033500837521,2.25,3.41616279385049,4.54285714285714,0.0183028286189684,0.636363636363636,0.0282861896838602,0,0,0,0,0,0.0714285714285714,0,1.88524590163934,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,1,18,0.00305291723202171
2016,4,65056,"KT",75,23,5,0,4,10,2,7,0,87,12,11,0,3,0,2,14,0,3,0,3,0,0,0,0,0,0,3,0,2,3,0,3,5,6,3,14,11,0.330203442879499,5.71153846153846,8.18539356308126,5.81379310344828,0.0383386581469649,0.861111111111111,0.0170394036208733,0.217391304347826,0,0.173913043478261,0.114942528735632,0.0229885057471264,0.0804597701149425,0,1.55339805825243,0.306666666666667,0.402298850574713,0.533333333333333,0.935632183908046,0.916666666666667,18,0.00305291723202171
2016,4,65058,"KT",39,11,2,0,0,6,1,3,1,50,11,7,4,3,0,2,14,0,3,0,3,0,0,0,0,0,0,3,0,2,3,0,3,5,6,3,14,11,0.332129963898917,5.90625,5.32241279385049,6.12,0.0239931448157669,0.785714285714286,0.0188517566409597,0.181818181818182,0,0,0.12,0.02,0.06,0.0555555555555556,1.69158878504673,0.282051282051282,0.36,0.333333333333333,0.693333333333333,0.636363636363636,18,0.00305291723202171
2016,4,65060,"KT",66,20,6,0,1,6,0,9,0,73,11,11,1,3,0,2,14,0,3,0,3,0,0,0,0,0,0,3,0,2,3,0,3,5,6,3,14,11,0.29757785467128,6.31914893617021,4.74595002789304,4.90684931506849,0.0181318681318681,0.666666666666667,0.0175824175824176,0.3,0,0.05,0.0821917808219178,0,0.123287671232877,0,1.7536231884058,0.303030303030303,0.356164383561644,0.439393939393939,0.795558322955583,1,18,0.00305291723202171
2016,4,65062,"KT",45,12,2,0,1,2,0,16,0,49,7,6,2,3,0,2,14,0,3,0,3,0,0,0,0,0,0,3,0,2,3,0,3,5,6,3,14,11,0.327089337175793,4.62857142857143,2.80187707956478,1.97142857142857,0.0458333333333333,0.636363636363636,0.00833333333333333,0.166666666666667,0,0.0833333333333333,0.0408163265306122,0,0.326530612244898,0,4,0.266666666666667,0.285714285714286,0.377777777777778,0.663492063492063,0.857142857142857,18,0.00305291723202171
2016,4,65067,"KT",20,9,2,1,0,4,1,2,0,25,7,7,0,3,0,2,14,0,3,0,3,0,0,0,0,0,0,3,0,2,3,0,3,5,6,3,14,11,0.373271889400922,17.1818181818182,6.91616279385049,6.36,0.0507936507936508,0.9375,0.0253968253968254,0.222222222222222,0.111111111111111,0,0.16,0.04,0.08,0,1.27777777777778,0.45,0.56,0.65,1.21,1,18,0.00305291723202171
